"Title","COG Category","Essentiality","Function","GO IDs","Pathway","Product","Short Name","Synonyms"
"CD630_35050","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","GO:0005524","","Type IV pilus twitching motility protein","pilT",""
"CD630_35100","POORLY CHARACTERIZED","","","GO:0016021","","Type IV pilus protein","pilMN",""
"CD630_35110","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","Type IV pilus secretion protein","pilC",""
"CD630_35120","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524","","Type IV pilus transporter system, ATP-binding","pilB",""
"CD630_35130","POORLY CHARACTERIZED","","","GO:0015627, GO:0015628, GO:0016021","","Type IV pilus secretion protein","pilA",""
"CD630_35140","METABOLISM","Yes","Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P). ","GO:0000287, GO:0004749, GO:0005524, GO:0005737, GO:0006015, GO:0009116, GO:0009156, GO:0009165, GO:0016301","Metabolic intermediate biosynthesis","Ribose-phosphate pyrophosphokinase","prs",""
"CD630_35150","CELLULAR PROCESSES AND SIGNALING","Yes","Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP-GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5-monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain. ","GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009103, GO:0009245, GO:0009252, GO:0019134, GO:0071555","Nucleotide-sugar biosynthesis","Bifunctional protein GlmU [Includes:UDP-N-acetylglucosamine pyrophosphorylase ;Glucosamine-1-phosphate N-acetyltransferase]","glmU",""
"CD630_35160","CELLULAR PROCESSES AND SIGNALING","","Could be involved in septation. ","GO:0000917, GO:0030435","","Regulator required for spore cortex synthesis","spoVG",""
"CD630_35170","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003999, GO:0009116, GO:0045892, GO:0045982","","Transcriptional regulator, Purine operonrepressor","purR",""
"CD630_35180","CELLULAR PROCESSES AND SIGNALING","","Cell wall formation. ","GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0008763, GO:0009252, GO:0051301, GO:0071555","Cell wall biogenesis","UDP-N-acetylmuramate--L-alanine ligase(UDP-N-acetylmuramoyl-L-alanine synthetase)","murC",""
"CD630_35190","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_35200","METABOLISM","","","GO:0008324, GO:0016021","","Putative cation efflux protein","",""
"CD630_35210","METABOLISM","","","GO:0004177, GO:0008237, GO:0046872","","Putative peptidase T, M20B family","",""
"CD630_35220","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35230","INFORMATION STORAGE AND PROCESSING","","Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits. ","GO:0000179, GO:0003723, GO:0005737, GO:0052908","","Dimethyladenosine transferase(S-adenosylmethionine-6-N', N'-adenosyl(rRNA)dimethyltransferase)","ksgA","ksgA"
"CD630_35240","INFORMATION STORAGE AND PROCESSING","","Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step. ","GO:0003677, GO:0005737, GO:0006364, GO:0019843, GO:0043822","","Putative DNA-binding protein","",""
"CD630_35250","METABOLISM","","","","","ABC-type transport system, iron-familyextracellular solute-binding protein","",""
"CD630_35260","METABOLISM","","","GO:0005886, GO:0016021, GO:0055085","","ABC-type transport system, iron-family permease","",""
"CD630_35270","METABOLISM","","","GO:0005524, GO:0016887","","ABC-type transport system, iron-familyATP-binding protein","",""
"CD630_35280","METABOLISM","","","GO:0046872","","ABC-type transport system, iron-familyextracellular solute-binding protein","",""
"CD630_35290","METABOLISM","","","GO:0005886, GO:0016021, GO:0055085","","ABC-type transport system, iron-family permease","",""
"CD630_35300","METABOLISM","","","GO:0005524, GO:0016887","","ABC-type transport system, iron-familyATP-binding protein","",""
"CD630_35310","POORLY CHARACTERIZED","","","GO:0016787","","Putative polymerase/histidinol phosphatase-like","",""
"CD630_35320","METABOLISM","","","GO:0016810, GO:0016829, GO:0019700","","Putative carbon-phosphorus lyase complex subunit","phnM",""
"CD630_35330","METABOLISM","","","GO:0005524, GO:0016887","","ABC-type transport system, phosphonate-specificATP-binding protein","phnL",""
"CD630_35340","METABOLISM","","","GO:0005524, GO:0016887","","ABC-type transport system, phosphonate-specificATP-binding protein","phnK",""
"CD630_35350","METABOLISM","","","GO:0016829, GO:0019700, GO:0051539","","Putative phosphonate metabolism protein","phnJ",""
"CD630_35360","METABOLISM","","","GO:0019634","","Putative phosphonate metabolism protein","phnI",""
"CD630_35370","METABOLISM","","","GO:0019634","","Putative phosphonate metabolism protein","phnH",""
"CD630_35380","METABOLISM","","","GO:0015716, GO:0019634","","Putative phosphonate metabolism protein","phnG",""
"CD630_35390","INFORMATION STORAGE AND PROCESSING","","","GO:0016888","","Putative deoxyribonuclease","",""
"CD630_35400","INFORMATION STORAGE AND PROCESSING","Yes","Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation. ","GO:0000049, GO:0004825, GO:0005524, GO:0005737, GO:0006431, GO:0046872","","Methionyl-tRNA synthetase (Methionine--tRNAligase) (MetRS)","metG",""
"CD630_35410","POORLY CHARACTERIZED","","","GO:0016021","","Spore maturation protein B","spmB",""
"CD630_35420","POORLY CHARACTERIZED","","","GO:0016021","","Spore maturation protein A","spmA",""
"CD630_35430","METABOLISM","Yes","Catalyzes the first step in the biosynthesis of NAD from nicotinic acid, the ATP-dependent synthesis of beta-nicotinate D-ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate. ","GO:0004514, GO:0004516, GO:0009435","Cofactor biosynthesis","Putative nicotinate phosphribosyltransferase","",""
"CD630_35440","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AsnC/Lrp family","",""
"CD630_35450","INFORMATION STORAGE AND PROCESSING","","","","","Conserved hypothetical protein","",""
"CD630_35460","METABOLISM","","Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA. ","GO:0000453, GO:0005737, GO:0070677","","Putative tetrapyrrole methylase","",""
"CD630_35470","INFORMATION STORAGE AND PROCESSING","","","GO:0008168, GO:0032259","","Putative methyltransferase","",""
"CD630_35480","POORLY CHARACTERIZED","","","","","Putative YaaT-like protein involved insporulation or related to DNA replication","",""
"CD630_35490","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0003677, GO:0003887, GO:0006260, GO:0009360","","DNA polymerase III, delta prime subunit","",""
"CD630_35500","METABOLISM","Yes","Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis. ","GO:0004798, GO:0005524, GO:0006233, GO:0006235","","Thymidylate kinase (dTMP kinase)","tmk",""
"CD630_35510","METABOLISM","","","GO:0008792","","Putative arginine decarboxylase","",""
"CD630_35511","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_35520","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0000287, GO:0003676, GO:0004824, GO:0005524, GO:0005737, GO:0006430","","Lysyl-tRNA synthetase (Lysine--tRNA ligase)(LysRS)","lysS",""
"CD630_35530","INFORMATION STORAGE AND PROCESSING","Yes","Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides. ","GO:0003677, GO:0032784, GO:0070063","","Transcription elongation factor greA (Transcriptcleavage factor GreA)","greA",""
"CD630_35540","INFORMATION STORAGE AND PROCESSING","","Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. ","GO:0017150, GO:0050660","","tRNA-dihydrouridine synthase","dusB",""
"CD630_35550","INFORMATION STORAGE AND PROCESSING","Yes","Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis. ","GO:0004594, GO:0005524, GO:0005737, GO:0015937, GO:0046872","Cofactor biosynthesis","Type III pantothenate kinase (Pantothenic acidkinase) (PanK-III)","coaX",""
"CD630_35560","POORLY CHARACTERIZED","","","GO:0016021, GO:0022857","","Putative membrane protein","",""
"CD630_35570","METABOLISM, METABOLISM","","","","","Putative peptidase","",""
"CD630_35580","METABOLISM","","Acts both as a biotin--[acetyl-CoA-carboxylase] ligase and a repressor. ","GO:0003677, GO:0004077, GO:0005524, GO:0006355, GO:0009305","","BirA bifunctional protein [Includes: biotinoperon repressor and biotin--[acetyl-CoA-carboxylase]synthetase","birA",""
"CD630_35590","CELLULAR PROCESSES AND SIGNALING","","Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins. ","GO:0004222, GO:0005524, GO:0005886, GO:0008270, GO:0016021, GO:0016887, GO:0030163, GO:0051301","","Cell division protease FtsH2","ftsH2","ftsH"
"CD630_35600","CELLULAR PROCESSES AND SIGNALING","Yes","Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine. ","GO:0005524, GO:0005737, GO:0006400, GO:0016879","","tRNA(Ile)-lysidine synthase (tRNA(Ile)-lysidinesynthetase) (tRNA(Ile)-2-lysyl-cytidine synthase)","tilS",""
"CD630_35610","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35620","CELLULAR PROCESSES AND SIGNALING","Yes","Provides the (R)-glutamate required for cell wall biosynthesis. ","GO:0008360, GO:0008881, GO:0009252, GO:0071555","Cell wall biogenesis","Glutamate racemase","murI",""
"CD630_35630","CELLULAR PROCESSES AND SIGNALING","","","GO:0016787","","Spore-cortex-lytic protein","sleB",""
"CD630_35640","POORLY CHARACTERIZED","","","","","Pro-sigma(E) endopeptidase (stage IIsporulation)","spoIIR",""
"CD630_35650","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, GntR family","",""
"CD630_35660","METABOLISM","Yes","Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol. ","GO:0005524, GO:0016114, GO:0019288, GO:0050515","Isoprenoid biosynthesis","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase(4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)","ispE",""
"CD630_35670","CELLULAR PROCESSES AND SIGNALING","","","","","SpoIVA-Interacting protein, coat localization","SipL",""
"CD630_35680","POORLY CHARACTERIZED","","","GO:0006355","","Conserved hypothetical protein","",""
"CD630_35690","POORLY CHARACTERIZED","","","GO:0008233","","Sporulation-specific protease","",""
"CD630_35700","METABOLISM","","","GO:0016805","","Putative peptidase, M19 family","",""
"CD630_35710","CELLULAR PROCESSES AND SIGNALING","","","","","Conserved hypothetical protein","",""
"CD630_35720","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35730","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35740","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_35750","METABOLISM","","","GO:0016021, GO:0022857","","Putative sodium:solute symporter","",""
"CD630_35760","METABOLISM","","","GO:0016021, GO:0055085","","Transporter, Major Facilitator Superfamily (MFS)","",""
"CD630_35770","METABOLISM","","","GO:0018826, GO:0019346, GO:0030170","","methionine gamma-lyase","mdeA",""
"CD630_35780","INFORMATION STORAGE AND PROCESSING","","","GO:0000150, GO:0003677","","Resolvase","",""
"CD630_35790","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35800","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35810","POORLY CHARACTERIZED","","","GO:0005737, GO:0006364, GO:0008168, GO:0032259","","Conserved hypothetical protein","",""
"CD630_35820","INFORMATION STORAGE AND PROCESSING","","","GO:0001522, GO:0003723, GO:0009982","","Putative pseudouridine synthase RsuA-like","",""
"CD630_35830","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006355","","Transcriptional regulator, MerR family","",""
"CD630_35840","CELLULAR PROCESSES AND SIGNALING","","","GO:0005886, GO:0016021","","ABC-type transport system, permease","",""
"CD630_35850","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_35860","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524","","Two-component sensor histidine kinase","",""
"CD630_35870","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator, CheY family","",""
"CD630_35880","METABOLISM","","","GO:0004088, GO:0005524, GO:0006526, GO:0044205, GO:0046872","Amino-acid biosynthesis","Carbamoyl-phosphate synthase large chain 1","carB1","carB"
"CD630_35890","METABOLISM","","","GO:0004088, GO:0005524, GO:0006207, GO:0006526, GO:0006541, GO:0044205","Amino-acid biosynthesis","Carbamoyl-phosphate synthase small chain","carA",""
"CD630_35900","METABOLISM","","","GO:0004088, GO:0005524, GO:0006526, GO:0044205, GO:0046872","Amino-acid biosynthesis","Carbamoyl-phosphate synthase large chain 2","carB2","carB"
"CD630_35910","METABOLISM","","","GO:0004088, GO:0005524, GO:0006207, GO:0006526, GO:0006541, GO:0044205","Amino-acid biosynthesis","Carbamoyl-phosphate synthase small chain","carA","carA"
"CD630_35920","METABOLISM","","Catalyzes the decarboxylation of orotidine 5'-monophosphate (OMP) to uridine 5'-monophosphate (UMP). ","GO:0004590, GO:0006207, GO:0044205","Pyrimidine metabolism","Orotidine 5'-phosphate decarboxylase (OMPdecarboxylase) (OMPDCase) (OMPdecase)","pyrF",""
"CD630_35930","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_35940","METABOLISM","","","GO:0016491","","Conserved hypothetical protein","",""
"CD630_35950","METABOLISM","","","GO:0004177","","Aminopeptidase","",""
"CD630_35960","METABOLISM","","","GO:0008705, GO:0031419, GO:0032259, GO:0042558, GO:0046872","","putative homocysteine S-methyltransferase","",""
"CD630_35970","POORLY CHARACTERIZED","","","GO:0008705","","Putative S-adenosyl-L-methionine dependentmethionine synthase","",""
"CD630_35980","CELLULAR PROCESSES AND SIGNALING","","Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5-dihydroxy-2,3-pentadione (DPD). ","GO:0005506, GO:0009372, GO:0043768","","S-ribosylhomocysteine lyase (Autoinducer-2production protein luxS) (AI-2 synthesis protein)","luxS",""
"CD630_35990","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","rolA",""
"CD630_36000","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","rolB",""
"CD630_36010","CELLULAR PROCESSES AND SIGNALING","","","GO:0009002","","D-alanyl-D-alanine carboxypeptidase, M15 family(DD-peptidase) (DD-carboxypeptidase)","",""
"CD630_36020","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0008033, GO:0016740, GO:0046872, GO:0051539","","Putative ATPase","",""
"CD630_36030","POORLY CHARACTERIZED","","","GO:0016021, GO:0016787","","Putative phosphoesterase","",""
"CD630_36040","METABOLISM, CELLULAR PROCESSES AND SIGNALING","","","GO:0003824, GO:0050662","","Conserved hypothetical protein","",""
"CD630_36050","POORLY CHARACTERIZED","","","GO:0016787","","Putative phosphatase","",""
"CD630_36051","METABOLISM","","","GO:0005506, GO:0009055","","Ferredoxin","",""
"CD630_36060","POORLY CHARACTERIZED","","","GO:0016810, GO:0019213, GO:0046872","","Putative hydrolase","",""
"CD630_36070","CELLULAR PROCESSES AND SIGNALING","","","GO:0016226","","Putative iron-sulfur assembly protein","",""
"CD630_36080","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_36100","METABOLISM","","","","","Conserved hypothetical protein","",""
"CD630_36130","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_36140","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein, DUF1130 family","",""
"CD630_36150","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006355","","Transcriptional regulator, MerR family","",""
"CD630_36160","METABOLISM","","","GO:0005451, GO:0005886, GO:0006813, GO:0016021","","Na(+)/H(+) antiporter","",""
"CD630_36170","CELLULAR PROCESSES AND SIGNALING","","","","","Conserved hypothetical protein","",""
"CD630_36180","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_36190","INFORMATION STORAGE AND PROCESSING","","","GO:0008080","","Putative acyl-CoA N-acyltransferase","",""
"CD630_36200","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_36210","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_36220","METABOLISM","","","","","Conserved hypothetical protein, PhnA family","",""
"CD630_36230","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_36240","POORLY CHARACTERIZED","","","GO:0016021","","ABC-type transport system, permease","",""
"CD630_36250","CELLULAR PROCESSES AND SIGNALING","","","","","Putative signaling protein","",""
"CD630_36260","METABOLISM","","","GO:0008700","","Putative 4-hydroxy-2-oxoglutarate aldolase","",""
"CD630_36270","METABOLISM","","Catalyzes the condensation of (S)-aspartate-beta-semialdehyde [(S)-ASA] and pyruvate to 4-hydroxy-tetrahydrodipicolinate (HTPA). ","GO:0005737, GO:0008840, GO:0009089, GO:0019877","Amino-acid biosynthesis","Dihydrodipicolinate synthase 4 (DHDPS)","dapA4","dapA"
"CD630_36280","CELLULAR PROCESSES AND SIGNALING","","","GO:0016853, GO:0097367, GO:1901135","","Putative phosphosugar isomerase","",""
"CD630_36290","METABOLISM","","","GO:0009401, GO:0016021","","PTS system, fructose/mannitol-family IICcomponent","",""
"CD630_36300","METABOLISM","","","GO:0008982, GO:0009401","","PTS system, fructose/mannitol-family IIBcomponent","",""
"CD630_36310","INFORMATION STORAGE AND PROCESSING","","","GO:0006355, GO:0008982, GO:0009401, GO:0016301","","Transcription antiterminator, PTS operonregulator","",""
"CD630_36320","METABOLISM","","","GO:0008908","","Putative isochorismatase (2,3 dihydro-2,3dihydroxybenzoate synthase)","",""
"CD630_36330","POORLY CHARACTERIZED","","","GO:0004197, GO:0016021, GO:0071586","","Putative membrane protein","",""
"CD630_36340","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006355","","Transcriptional regulator, MerR family","",""
"CD630_36350","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_36370","POORLY CHARACTERIZED","","","GO:0016491","","Putative NADPH-dependent FMN reductase","",""
"CD630_36380","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_36390","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, LysR family","",""
"CD630_36400","METABOLISM","","","GO:0016301","","Putative ribokinase family sugar kinase","",""
"CD630_36410","POORLY CHARACTERIZED","","","GO:0003824","","Conserved hypothetical protein","",""
"CD630_36420","METABOLISM","","","GO:0004125","","Putative selenocysteine synthase","",""
"CD630_36430","POORLY CHARACTERIZED","","","GO:0004151, GO:0019213, GO:0046872","","Dihydroorotase","",""
"CD630_36440","POORLY CHARACTERIZED","","","GO:0003824","","Conserved hypothetical protein","",""
"CD630_36450","METABOLISM","","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane. ","GO:0005886, GO:0008982, GO:0009401, GO:0016021","","PTS system, lichenan-specific IIC component","licC",""
"CD630_36460","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, GntR family","",""
"CD630_36470","METABOLISM","","","GO:0009401, GO:0046872","","PTS system, lichenan-specific IIA component","licA",""
"CD630_36480","METABOLISM","","","GO:0008982, GO:0009401, GO:0103111","","PTS system, lichenan-specific IIB component","licB",""
"CD630_36490","POORLY CHARACTERIZED","","Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA. ","GO:0005737, GO:0070038","","Ribosomal RNA large subunit methyltransferase H,SPOUT methyltransferase family","rlmH",""
"CD630_36500","METABOLISM","","","GO:0005886, GO:0008982, GO:0009401, GO:0016021","","PTS system, lactose/cellobiose-family IICcomponent","",""
"CD630_36510","POORLY CHARACTERIZED","","","GO:0016787","","Putative metallo-beta-lactamase-like hydrolase","",""
"CD630_36520","METABOLISM","","","GO:0008237, GO:0008270","","Putative peptidase, M1 family","",""
"CD630_36530","INFORMATION STORAGE AND PROCESSING","Yes","","","","DNA replication protein DnaD/DnaB","dnaD",""
"CD630_36540","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0004386, GO:0005524","","DNA replication protein DnaC","dnaC",""
"CD630_36550","METABOLISM","","Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. ","GO:0000287, GO:0004019, GO:0005525, GO:0005737, GO:0044208","Purine metabolism","Adenylosuccinate synthetase (IMP--aspartateligase) (AdSS) (AMPSase)","purA",""
"CD630_36570","INFORMATION STORAGE AND PROCESSING","Yes","Participates in initiation and elongation during chromosome replication; it exhibits DNA-dependent ATPase activity. ","GO:0003677, GO:0003678, GO:0005524, GO:0006269, GO:1990077","","Replicative DNA helicase","dnaB",""
"CD630_36580","INFORMATION STORAGE AND PROCESSING","Yes","Binds to the 23S rRNA. ","GO:0003735, GO:0005840, GO:0006412, GO:0019843","","50S ribosomal protein L9","rplI",""
"CD630_36590","CELLULAR PROCESSES AND SIGNALING","Yes","Has phosphodiesterase (PDE) activity against cyclic-di-AMP (c-di-AMP). ","GO:0003676, GO:0005886, GO:0016021, GO:0016787, GO:0046872","","Putative signal transduction phosphoesterase","",""
"CD630_36600","POORLY CHARACTERIZED","Yes","","GO:0016021","","Putative membrane protein","",""
"CD630_36610","POORLY CHARACTERIZED","Yes","","GO:0009143, GO:0047429","","Conserved hypothetical protein","",""
"CD630_36611","INFORMATION STORAGE AND PROCESSING","","Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit. ","GO:0003735, GO:0005840, GO:0006412, GO:0019843","","30S ribosomal protein S18","rpsR",""
"CD630_36620","INFORMATION STORAGE AND PROCESSING","Yes","Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism. ","GO:0003697, GO:0006260, GO:0006281, GO:0006310","","Single-stranded DNA-binding protein(Helix-destabilizing protein)","ssb",""
"CD630_36630","INFORMATION STORAGE AND PROCESSING","Yes","Binds together with S18 to 16S ribosomal RNA. ","GO:0003735, GO:0005840, GO:0006412, GO:0019843","","30S ribosomal protein S6","rpsF",""
"CD630_36640","INFORMATION STORAGE AND PROCESSING","","","GO:0008483, GO:0009058, GO:0030170","","Putative aminotransferase","",""
"CD630_36650","POORLY CHARACTERIZED","Yes","","","","Conserved hypothetical protein, DUF951 family","",""
"CD630_36660","POORLY CHARACTERIZED","Yes","","","","Conserved hypothetical protein","",""
"CD630_36670","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein, TusA family","",""
"CD630_36680","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Regulator of sporulation and toxins","rstA",""
"CD630_36690","POORLY CHARACTERIZED","","","","","Putative lipoprotein","",""
"CD630_36700","METABOLISM","","","GO:0031071","","Putative cysteine desulfurase family protein","",""
"CD630_36710","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Stage 0 sporulation protein J, site-specificDNA-binding protein","spo0J",""
"CD630_36720","CELLULAR PROCESSES AND SIGNALING","","","","","Transcriptional regulator, sporulation initiationinhibitor, chromosome partitioning protein","soj",""
"CD630_36730","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Putative stage 0 sporulation protein, DNA-bindingprotein Spo0J-like","",""
"CD630_36750","CELLULAR PROCESSES AND SIGNALING","Yes","NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34. ","GO:0002098, GO:0005737, GO:0050660","","tRNA uridine 5-carboxymethylaminomethylmodification enzyme MnmG (Glucose-inhibited divisionprotein A)","mnmG","gidA"
"CD630_36760","POORLY CHARACTERIZED","","Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34. ","GO:0003924, GO:0005525, GO:0005737, GO:0006400, GO:0046872","","tRNA modification GTPase MnmE","mnmE","trmE"
"CD630_36770","POORLY CHARACTERIZED","","","GO:0003677","","Putative SpoIIIJ-associated RNA/ssDNA-bindingprotein Jag","",""
"CD630_36780","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021, GO:0032977","","Sporulation membrane protein SpoIIIJ","oxaA1",""
"CD630_36781","POORLY CHARACTERIZED","","Could be involved in insertion of integral membrane proteins into the membrane. ","GO:0005886","","Conserved hypothetical protein","",""
"CD630_36790","INFORMATION STORAGE AND PROCESSING","Yes","RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme. ","GO:0000049, GO:0001682, GO:0004526","","Ribonuclease P protein component (RNaseP protein)(RNase P protein) (Protein C5)","rnpA",""
"CD630_36800","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0003735, GO:0005840, GO:0006412","","50S ribosomal protein L34","rpmH",""
"CD630_17291","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative transcriptional regulator,AraC family (C-terminal region)","",""
"CD630_13880","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of trancriptional regulator (Part 2)","",""
"CD630_17410","POORLY CHARACTERIZED","","","","","Selenoprotein B,glycine/betaine/sarcosine/D-proline reductase family(sarcosine reductase)","",""
"CD630_07141","POORLY CHARACTERIZED","","","","","Fragment of sugar O-acetyltransferase (C-terminalregion)","",""
"CD630_14181","INFORMATION STORAGE AND PROCESSING, INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative phage protein (Part 3)","",""
"CD630_31460","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative sortase B (Part 1)","",""
"CD630_31461","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative transposase, IS4 family(C-terminal region)","",""
"CD630_14260","METABOLISM, METABOLISM","","","","","Fragment of isochorismatase (Part 2)","",""
"CD630_10900","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of two-component sensor histidine kinase(N-terminal region)","rgbS",""
